"Selection","View","Channel","Begin.Time..s.","End.Time..s.","Low.Freq..Hz.","High.Freq..Hz.","SNR.NIST.Quick..dB.FS.","Sound.Type","playbacks","file.name","distance.from.source","Loc_Name","date","time","Call.type","PowerDb","PowerDbWithNoise","NoisevalueDb"
96,"Spectrogram 1",1,2056.949585914,2057.748839014,94.566,390.4,18.88,"3_PwurP_P4","14","13_S00974_20190805_144415-2",100,"6 (S4A07375)","20190805","1444","3_PwurP_P4",66.8100399101785,70.6002355942155,61.5708877031382
97,"Spectrogram 1",1,2058.971035257,2059.812354357,86.671,345.224,25.57,"3_PwurP_P5","14","13_S00974_20190805_144415-2",100,"6 (S4A07375)","20190805","1444","3_PwurP_P5",65.2783463370436,69.6523514096276,61.5982320339935
98,"Spectrogram 1",1,2062.837389459,2063.720774359,51.511,255,14.25,"3_PwurS_S1","14","13_S00974_20190805_144415-2",100,"6 (S4A07375)","20190805","1444","3_PwurS_S1",67.5885014749448,71.3780650573451,62.3475616150057
99,"Spectrogram 1",1,2065.382379459,2066.160599559,51.23,247,12.7,"3_PwurS_S2","14","13_S00974_20190805_144415-2",100,"6 (S4A07375)","20190805","1444","3_PwurS_S2",66.2487480240305,70.6478493935398,62.6319273314881
100,"Spectrogram 1",1,2067.717039759,2068.705589559,48.72,239,14.55,"3_PwurS_S3","14","13_S00974_20190805_144415-2",100,"6 (S4A07375)","20190805","1444","3_PwurS_S3",68.0922802275649,72.0338385246555,63.2745312869175
101,"Spectrogram 1",1,2070.262029759,2071.250579659,51.637,247,13.86,"3_PwurS_S4","14","13_S00974_20190805_144415-2",100,"6 (S4A07375)","20190805","1444","3_PwurS_S4",68.5513311855894,72.269039476038,63.1056062252523
102,"Spectrogram 1",1,2072.719673559,2073.624091559,53.033,249.434,13.13,"3_PwurS_S5","14","13_S00974_20190805_144415-2",100,"6 (S4A07375)","20190805","1444","3_PwurS_S5",66.2417750687467,70.4670865172868,62.1807939313421
9,"Spectrogram 1",1,1666.976218779,1671.464901599,580,1080.8,22.46,"1_Hfunstart","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","1_Hfunstart",75.0319145947083,76.8304283554467,62.2686718897155
10,"Spectrogram 1",1,1682.372931729,1683.908338949,176.23,400.637,12.41,"1_Pmor_start","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","1_Pmor_start",58.700848662711,63.9895225846591,57.1695970981947
11,"Spectrogram 1",1,1684.933701289,1685.964317089,316.403,606.928,15.39,"1_Pmor_P1","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","1_Pmor_P1",69.3918376634709,71.1608347067343,56.4695986589216
12,"Spectrogram 1",1,1671.509519279,1678.306279029,580,1526.5,18.86,"1_Hfuntrill","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","1_Hfuntrill",71.7795849963681,73.3887046512003,57.9520427712249
13,"Spectrogram 1",1,1687.208806709,1687.982179809,397.556,701.442,21.73,"1_Pmor_P2","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","1_Pmor_P2",72.5486215074133,73.7633253991665,56.0761726962801
14,"Spectrogram 1",1,1689.335582729,1690.317171669,342.254,628.286,19.87,"1_Pmor_P3","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","1_Pmor_P3",70.944164399565,72.6333183823056,57.5795229181565
15,"Spectrogram 1",1,1691.863917869,1692.681908649,332.922,676.989,19.84,"1_Pmor_P4","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","1_Pmor_P4",65.5587079980862,68.9854644488566,59.2497221338584
16,"Spectrogram 1",1,1694.379821669,1695.182939889,287.528,605.5,16.69,"1_Pmor_P5","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","1_Pmor_P5",60.307493293218,65.5201311127746,58.608631654255
17,"Spectrogram 1",1,1697.175862879,1698.038471339,398.054,683.299,20.76,"1_Pmor_P6","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","1_Pmor_P6",70.0467120531139,72.0452843187431,58.3032615507558
18,"Spectrogram 1",1,1699.979773909,1701.095215879,297.567,579.681,16.73,"1_Pmor_P7","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","1_Pmor_P7",64.6636260643848,67.7728843092543,57.3414309590169
19,"Spectrogram 1",1,1703.043521189,1704.367178999,181.461,373.468,13.21,"1_Pmor_P8","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","1_Pmor_P8",55.7664673111468,62.2802231011564,56.7262772651185
20,"Spectrogram 1",1,1706.595782179,1707.934312549,184.422,366.56,13.86,"1_Pmor_P9","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","1_Pmor_P9",52.0521764636446,61.2449200342288,57.5428292346681
21,"Spectrogram 1",1,1710.112002369,1711.658748569,151.211,364.245,12.41,"1_Pmor_P10","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","1_Pmor_P10",58.0838817786508,64.278220558576,58.4279523531531
22,"Spectrogram 1",1,1733.923321659,1741.116599259,589.6,1381.6,12.47,"1_Halbstart","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","1_Halbstart",63.7396360176781,69.0113022192096,62.1710465114933
23,"Spectrogram 1",1,1741.284863059,1745.954183659,748.9,1593.5,19.27,"1_Halbpeak","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","1_Halbpeak",71.0825305477098,72.7223360169281,57.434889016667
24,"Spectrogram 1",1,1746.341441759,1749.349157259,358.5,900.3,11.73,"1_Halbend","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","1_Halbend",67.1449437713177,69.7621930433899,58.0670189732051
25,"Spectrogram 1",1,1752.06408468,1752.90540368,96.711,414.3,17.45,"1_PwurP_P1","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","1_PwurP_P1",66.9419193019416,70.3975799215554,60.7212942121969
26,"Spectrogram 1",1,1754.006343418,1754.784563518,90.704,501.9,22.35,"1_PwurP_P2","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","1_PwurP_P2",67.3561853365504,70.9298212739306,61.4900996655996
27,"Spectrogram 1",1,1755.91426508,1756.56628738,86.757,478,23.61,"1_PwurP_P3","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","1_PwurP_P3",65.4516837080204,70.1664937960938,62.6084618392105
28,"Spectrogram 1",1,1757.619585914,1758.418839014,94.566,390.4,18.35,"1_PwurP_P4","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","1_PwurP_P4",66.0277328844703,70.2496946301478,61.9580530416557
29,"Spectrogram 1",1,1759.641035257,1760.482354357,86.671,345.224,25.45,"1_PwurP_P5","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","1_PwurP_P5",63.7974829857424,68.8491105312379,61.7377095513128
30,"Spectrogram 1",1,1763.507389459,1764.390774359,51.511,255,13.94,"1_PwurS_S1","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","1_PwurS_S1",66.4200660190215,70.8517248017166,62.8849442079833
31,"Spectrogram 1",1,1766.052379459,1766.830599559,51.23,247,13.38,"1_PwurS_S2","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","1_PwurS_S2",65.2871629563034,70.0672722533928,62.5990226662039
32,"Spectrogram 1",1,1768.387039759,1769.375589559,48.72,239,13.26,"1_PwurS_S3","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","1_PwurS_S3",67.3678149459546,71.5406724024259,63.169998277191
33,"Spectrogram 1",1,1770.932029759,1771.920579659,51.637,247,14.43,"1_PwurS_S4","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","1_PwurS_S4",67.4119426618166,71.5734837753034,63.1844299133068
34,"Spectrogram 1",1,1773.389673559,1774.294091559,53.033,249.434,12.77,"1_PwurS_S5","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","1_PwurS_S5",64.8273696481808,69.7546554762425,62.4830343473382
43,"Spectrogram 1",1,1816.445218779,1820.933901599,580,1080.8,22.35,"2_Hfunstart","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","2_Hfunstart",74.7520427706338,76.8658088677047,63.5552009342482
44,"Spectrogram 1",1,1831.841931729,1833.377338949,176.23,400.637,12.76,"2_Pmor_start","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","2_Pmor_start",58.4400910941082,64.0018065394244,57.4967199430492
45,"Spectrogram 1",1,1834.402701289,1835.433317089,316.403,606.928,14.15,"2_Pmor_P1","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","2_Pmor_P1",69.8224611988837,71.4945708017395,56.3609328625333
46,"Spectrogram 1",1,1820.978519279,1827.775279029,580,1526.5,18.66,"2_Hfuntrill","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","2_Hfuntrill",71.8898966363653,73.502713673845,58.0841954751237
47,"Spectrogram 1",1,1836.677806709,1837.451179809,397.556,701.442,21.76,"2_Pmor_P2","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","2_Pmor_P2",72.7470787816954,73.900728385087,55.7954793603444
48,"Spectrogram 1",1,1838.804582729,1839.786171669,342.254,628.286,19.92,"2_Pmor_P3","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","2_Pmor_P3",71.4816398037258,73.1459646915002,57.9755619218048
49,"Spectrogram 1",1,1841.332917869,1842.150908649,332.922,676.989,20.04,"2_Pmor_P4","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","2_Pmor_P4",66.8376293599938,69.8541819123766,59.203444826374
50,"Spectrogram 1",1,1843.848821669,1844.651939889,287.528,605.5,17.73,"2_Pmor_P5","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","2_Pmor_P5",62.170705547391,66.472576617478,58.307096687748
51,"Spectrogram 1",1,1846.644862879,1847.507471339,398.054,683.299,21.5,"2_Pmor_P6","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","2_Pmor_P6",71.6103976126444,73.2816204544327,58.1438041186284
52,"Spectrogram 1",1,1849.448773909,1850.564215879,297.567,579.681,16.9,"2_Pmor_P7","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","2_Pmor_P7",64.9952818301917,68.1080096842857,57.6846120134543
53,"Spectrogram 1",1,1852.512521189,1853.836178999,181.461,373.468,13.49,"2_Pmor_P8","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","2_Pmor_P8",55.8703572311347,62.6748732468002,57.3732593360878
54,"Spectrogram 1",1,1856.064782179,1857.403312549,184.422,366.56,13.24,"2_Pmor_P9","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","2_Pmor_P9",53.177142587583,61.775687984403,57.7404466984071
55,"Spectrogram 1",1,1859.581002369,1861.127748569,151.211,364.245,13.06,"2_Pmor_P10","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","2_Pmor_P10",58.3765707742564,64.2388312200406,58.056951709123
56,"Spectrogram 1",1,1883.392321659,1890.585599259,589.6,1381.6,12.53,"2_Halbstart","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","2_Halbstart",63.7595241892971,68.8649950920224,61.821370730549
57,"Spectrogram 1",1,1890.753863059,1895.423183659,748.9,1593.5,19.27,"2_Halbpeak","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","2_Halbpeak",70.8546552663022,72.527523735582,57.397459622627
58,"Spectrogram 1",1,1895.810441759,1898.818157259,358.5,900.3,11.84,"2_Halbend","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","2_Halbend",66.9045613854501,69.5274463973372,57.8482791838163
59,"Spectrogram 1",1,1901.53308468,1902.37440368,96.711,414.3,17.47,"2_PwurP_P1","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","2_PwurP_P1",66.8173069087751,70.3834876171445,60.9290997862818
60,"Spectrogram 1",1,1903.475343418,1904.253563518,90.704,501.9,21.09,"2_PwurP_P2","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","2_PwurP_P2",67.236386950786,70.8787979434642,61.5726355114497
61,"Spectrogram 1",1,1905.38326508,1906.03528738,86.757,478,23.1,"2_PwurP_P3","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","2_PwurP_P3",65.6777223107301,70.1553058160531,62.2570646396627
62,"Spectrogram 1",1,1907.088585914,1907.887839014,94.566,390.4,18.65,"2_PwurP_P4","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","2_PwurP_P4",67.3977856585822,71.0167743295894,61.6654750592558
63,"Spectrogram 1",1,1909.110035257,1909.951354357,86.671,345.224,24.08,"2_PwurP_P5","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","2_PwurP_P5",64.5253044880452,69.2560750957578,61.7201362422064
64,"Spectrogram 1",1,1912.976389459,1913.859774359,51.511,255,14.47,"2_PwurS_S1","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","2_PwurS_S1",66.9200344888758,71.1486106472275,62.8675261912858
65,"Spectrogram 1",1,1915.521379459,1916.299599559,51.23,247,13.34,"2_PwurS_S2","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","2_PwurS_S2",65.5495766638161,70.2074671845117,62.5698496135911
66,"Spectrogram 1",1,1917.856039759,1918.844589559,48.72,239,14.89,"2_PwurS_S3","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","2_PwurS_S3",67.483081021393,71.7197468727182,63.4515458941996
67,"Spectrogram 1",1,1920.401029759,1921.389579659,51.637,247,13.33,"2_PwurS_S4","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","2_PwurS_S4",68.1999425519571,72.0351518468418,63.0874871903167
68,"Spectrogram 1",1,1922.858673559,1923.763091559,53.033,249.434,12.4,"2_PwurS_S5","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","2_PwurS_S5",65.5223674301153,70.0813755373335,62.302469326679
77,"Spectrogram 1",1,1965.876218779,1970.364901599,580,1080.8,22.79,"3_Hfunstart","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","3_Hfunstart",74.9121440146382,76.8799350009646,63.0178999207511
78,"Spectrogram 1",1,1981.272931729,1982.808338949,176.23,400.637,12.95,"3_Pmor_start","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","3_Pmor_start",58.6223232536171,64.1892982130871,57.690070788304
79,"Spectrogram 1",1,1983.833701289,1984.864317089,316.403,606.928,14.61,"3_Pmor_P1","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","3_Pmor_P1",69.8249020494329,71.4919003021154,56.3341442871931
80,"Spectrogram 1",1,1970.409519279,1977.206279029,580,1526.5,18.93,"3_Hfuntrill","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","3_Hfuntrill",71.7330746549562,73.3472243718178,57.935234684954
81,"Spectrogram 1",1,1986.108806709,1986.882179809,397.556,701.442,21.54,"3_Pmor_P2","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","3_Pmor_P2",72.4006484432291,73.6106231402444,55.8918973565309
82,"Spectrogram 1",1,1988.235582729,1989.217171669,342.254,628.286,20.15,"3_Pmor_P3","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","3_Pmor_P3",71.2745020049152,72.95022010235,57.8335602106501
83,"Spectrogram 1",1,1990.763917869,1991.581908649,332.922,676.989,20.28,"3_Pmor_P4","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","3_Pmor_P4",66.2157473937671,69.6809837707655,60.0242628790506
84,"Spectrogram 1",1,1993.279821669,1994.082939889,287.528,605.5,18.44,"3_Pmor_P5","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","3_Pmor_P5",61.9529921870928,66.5404270268511,58.8025398564266
85,"Spectrogram 1",1,1996.075862879,1996.938471339,398.054,683.299,21.87,"3_Pmor_P6","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","3_Pmor_P6",71.1317755212015,73.0329235994951,58.9037136953685
86,"Spectrogram 1",1,1998.879773909,1999.995215879,297.567,579.681,17.4,"3_Pmor_P7","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","3_Pmor_P7",65.2526698265265,68.1622694155819,57.2484208485909
87,"Spectrogram 1",1,2001.943521189,2003.267178999,181.461,373.468,13.62,"3_Pmor_P8","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","3_Pmor_P8",56.1316401333349,62.6942068934686,57.1837340923214
88,"Spectrogram 1",1,2005.495782179,2006.834312549,184.422,366.56,13,"3_Pmor_P9","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","3_Pmor_P9",52.245141984398,61.5315469133052,57.8788250279849
89,"Spectrogram 1",1,2009.012002369,2010.558748569,151.211,364.245,12.64,"3_Pmor_P10","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","3_Pmor_P10",58.0447593463382,64.0842199215287,58.0824398045757
90,"Spectrogram 1",1,2032.823321659,2040.016599259,589.6,1381.6,12.66,"3_Halbstart","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","3_Halbstart",63.6851395921773,68.8265579495475,61.827659459846
91,"Spectrogram 1",1,2040.184863059,2044.854183659,748.9,1593.5,19.12,"3_Halbpeak","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","3_Halbpeak",70.9876209877816,72.5781807530164,57.049747157038
92,"Spectrogram 1",1,2045.241441759,2048.249157259,358.5,900.3,11.7,"3_Halbend","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","3_Halbend",67.0392303658758,69.6915014401887,58.095156825202
93,"Spectrogram 1",1,2050.96408468,2051.80540368,96.711,414.3,18.56,"3_PwurP_P1","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","3_PwurP_P1",66.9263635775458,70.4123329110896,60.7977489980141
94,"Spectrogram 1",1,2052.906343418,2053.684563518,90.704,501.9,21.01,"3_PwurP_P2","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","3_PwurP_P2",67.205627818624,70.8383121614438,61.5134488736584
95,"Spectrogram 1",1,2054.81426508,2055.46628738,86.757,478,23.92,"3_PwurP_P3","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","3_PwurP_P3",64.6663140103851,69.8377627228367,62.8759116061313
96,"Spectrogram 1",1,2056.519585914,2057.318839014,94.566,390.4,19.04,"3_PwurP_P4","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","3_PwurP_P4",66.7868651054471,70.7901410361737,62.1372704132026
97,"Spectrogram 1",1,2058.541035257,2059.382354357,86.671,345.224,25.6,"3_PwurP_P5","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","3_PwurP_P5",64.4128469763097,69.2357124649877,61.8253908808977
98,"Spectrogram 1",1,2062.407389459,2063.290774359,51.511,255,13.08,"3_PwurS_S1","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","3_PwurS_S1",66.6910914891194,71.116971163026,63.1415013920218
99,"Spectrogram 1",1,2064.952379459,2065.730599559,51.23,247,14.04,"3_PwurS_S2","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","3_PwurS_S2",64.5687902021272,69.9147332472806,63.1626274158354
100,"Spectrogram 1",1,2067.287039759,2068.275589559,48.72,239,14.7,"3_PwurS_S3","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","3_PwurS_S3",67.2982845736822,71.7229396671286,63.7456268189474
101,"Spectrogram 1",1,2069.832029759,2070.820579659,51.637,247,13.88,"3_PwurS_S4","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","3_PwurS_S4",68.1247946999137,71.9761465252509,63.0574863810083
102,"Spectrogram 1",1,2072.289673559,2073.194091559,53.033,249.434,13.96,"3_PwurS_S5","15","14_S00974_20190805_154415",100,"6 (S4A07375)","20190805","1544","3_PwurS_S5",65.8677158975396,70.3420752184248,62.4390515646548
9,"Spectrogram 1",1,1666.506218779,1670.994901599,580,1080.8,22.71,"1_Hfunstart","16","15_S00974_20190805_164416",100,"6 (S4A07375)","20190805","1644","1_Hfunstart",74.0329264096057,76.1334426480009,62.7745743523588
10,"Spectrogram 1",1,1681.902931729,1683.438338949,176.23,400.637,12.82,"1_Pmor_start","16","15_S00974_20190805_164416",100,"6 (S4A07375)","20190805","1644","1_Pmor_start",57.9850239899155,63.8572488376793,57.6856951559135
11,"Spectrogram 1",1,1684.463701289,1685.494317089,316.403,606.928,13.85,"1_Pmor_P1","16","15_S00974_20190805_164416",100,"6 (S4A07375)","20190805","1644","1_Pmor_P1",69.1849305923054,71.6110621171975,59.3482146985724
12,"Spectrogram 1",1,1671.039519279,1677.836279029,580,1526.5,19.02,"1_Hfuntrill","16","15_S00974_20190805_164416",100,"6 (S4A07375)","20190805","1644","1_Hfuntrill",71.2300998592287,73.5097216098628,60.7757948662836
13,"Spectrogram 1",1,1686.738806709,1687.512179809,397.556,701.442,23.02,"1_Pmor_P2","16","15_S00974_20190805_164416",100,"6 (S4A07375)","20190805","1644","1_Pmor_P2",71.5457959781683,73.4023333286485,59.0883801912155
14,"Spectrogram 1",1,1688.865582729,1689.847171669,342.254,628.286,19.14,"1_Pmor_P3","16","15_S00974_20190805_164416",100,"6 (S4A07375)","20190805","1644","1_Pmor_P3",70.6503643917623,72.5555529630235,58.442836984249
15,"Spectrogram 1",1,1691.393917869,1692.211908649,332.922,676.989,19.48,"1_Pmor_P4","16","15_S00974_20190805_164416",100,"6 (S4A07375)","20190805","1644","1_Pmor_P4",65.4195214136379,68.7770509342495,58.8964068468789
16,"Spectrogram 1",1,1693.909821669,1694.712939889,287.528,605.5,17.87,"1_Pmor_P5","16","15_S00974_20190805_164416",100,"6 (S4A07375)","20190805","1644","1_Pmor_P5",59.7165144001773,65.0260647699213,58.2309749794449
17,"Spectrogram 1",1,1696.705862879,1697.568471339,398.054,683.299,22.23,"1_Pmor_P6","16","15_S00974_20190805_164416",100,"6 (S4A07375)","20190805","1644","1_Pmor_P6",68.8328304538462,70.9843219396522,57.8092765007387
18,"Spectrogram 1",1,1699.509773909,1700.625215879,297.567,579.681,16.65,"1_Pmor_P7","16","15_S00974_20190805_164416",100,"6 (S4A07375)","20190805","1644","1_Pmor_P7",64.9778743177198,67.9761163237881,57.281123018677
19,"Spectrogram 1",1,1702.573521189,1703.897178999,181.461,373.468,12.95,"1_Pmor_P8","16","15_S00974_20190805_164416",100,"6 (S4A07375)","20190805","1644","1_Pmor_P8",54.6088922699341,61.9660390064668,57.1034858744253
20,"Spectrogram 1",1,1706.125782179,1707.464312549,184.422,366.56,12.72,"1_Pmor_P9","16","15_S00974_20190805_164416",100,"6 (S4A07375)","20190805","1644","1_Pmor_P9",49.2459597616493,60.5727872159573,57.8222070902361
21,"Spectrogram 1",1,1709.642002369,1711.188748569,151.211,364.245,11.9,"1_Pmor_P10","16","15_S00974_20190805_164416",100,"6 (S4A07375)","20190805","1644","1_Pmor_P10",57.7556977192096,63.8577210632899,57.9177883830244
22,"Spectrogram 1",1,1733.453321659,1740.646599259,589.6,1381.6,12.59,"1_Halbstart","16","15_S00974_20190805_164416",100,"6 (S4A07375)","20190805","1644","1_Halbstart",63.9806162970159,68.8065669309963,61.4003993560394
23,"Spectrogram 1",1,1740.814863059,1745.484183659,748.9,1593.5,19.4,"1_Halbpeak","16","15_S00974_20190805_164416",100,"6 (S4A07375)","20190805","1644","1_Halbpeak",71.0634300710315,72.699723572412,57.3953548958929
24,"Spectrogram 1",1,1745.871441759,1748.879157259,358.5,900.3,11.57,"1_Halbend","16","15_S00974_20190805_164416",100,"6 (S4A07375)","20190805","1644","1_Halbend",65.8431025619601,68.7567851766446,57.8531892598869
25,"Spectrogram 1",1,1751.59408468,1752.43540368,96.711,414.3,17.92,"1_PwurP_P1","16","15_S00974_20190805_164416",100,"6 (S4A07375)","20190805","1644","1_PwurP_P1",67.1033112150724,70.4619561447369,60.5836752706916
26,"Spectrogram 1",1,1753.536343418,1754.314563518,90.704,501.9,22.45,"1_PwurP_P2","16","15_S00974_20190805_164416",100,"6 (S4A07375)","20190805","1644","1_PwurP_P2",66.6079325348711,70.4898073714125,61.6255809935902
27,"Spectrogram 1",1,1755.44426508,1756.09628738,86.757,478,23.5,"1_PwurP_P3","16","15_S00974_20190805_164416",100,"6 (S4A07375)","20190805","1644","1_PwurP_P3",64.6633907023899,69.5402256440904,62.2020757279889
28,"Spectrogram 1",1,1757.149585914,1757.948839014,94.566,390.4,19.24,"1_PwurP_P4","16","15_S00974_20190805_164416",100,"6 (S4A07375)","20190805","1644","1_PwurP_P4",65.3170290333306,69.561764385107,61.3063837936018
29,"Spectrogram 1",1,1759.171035257,1760.012354357,86.671,345.224,25.37,"1_PwurP_P5","16","15_S00974_20190805_164416",100,"6 (S4A07375)","20190805","1644","1_PwurP_P5",63.2332811159515,68.2831547873649,61.1695300545661
30,"Spectrogram 1",1,1763.037389459,1763.920774359,51.511,255,13.53,"1_PwurS_S1","16","15_S00974_20190805_164416",100,"6 (S4A07375)","20190805","1644","1_PwurS_S1",66.8115172793091,70.9321613781574,62.4761556336377
31,"Spectrogram 1",1,1765.582379459,1766.360599559,51.23,247,13.23,"1_PwurS_S2","16","15_S00974_20190805_164416",100,"6 (S4A07375)","20190805","1644","1_PwurS_S2",64.3708777097223,69.4427388915982,62.3569188922844
32,"Spectrogram 1",1,1767.917039759,1768.905589559,48.72,239,13.8,"1_PwurS_S3","16","15_S00974_20190805_164416",100,"6 (S4A07375)","20190805","1644","1_PwurS_S3",67.0646233891992,71.1090309894561,62.5259646238944
33,"Spectrogram 1",1,1770.462029759,1771.450579659,51.637,247,13.92,"1_PwurS_S4","16","15_S00974_20190805_164416",100,"6 (S4A07375)","20190805","1644","1_PwurS_S4",67.3486517537026,71.4179786656501,62.8767723003194
34,"Spectrogram 1",1,1772.919673559,1773.824091559,53.033,249.434,13.56,"1_PwurS_S5","16","15_S00974_20190805_164416",100,"6 (S4A07375)","20190805","1644","1_PwurS_S5",64.6905231952612,69.4659478075215,61.991310230664
43,"Spectrogram 1",1,1815.975218779,1820.463901599,580,1080.8,22.79,"2_Hfunstart","16","15_S00974_20190805_164416",100,"6 (S4A07375)","20190805","1644","2_Hfunstart",73.6506073086624,76.0606449547222,63.7476612991632
44,"Spectrogram 1",1,1831.371931729,1832.907338949,176.23,400.637,12.81,"2_Pmor_start","16","15_S00974_20190805_164416",100,"6 (S4A07375)","20190805","1644","2_Pmor_start",58.3309811538515,63.9760730170946,57.5629946791496
45,"Spectrogram 1",1,1833.932701289,1834.963317089,316.403,606.928,13.54,"2_Pmor_P1","16","15_S00974_20190805_164416",100,"6 (S4A07375)","20190805","1644","2_Pmor_P1",69.8623365335901,71.5586474215172,56.5381138238188
46,"Spectrogram 1",1,1820.508519279,1827.305279029,580,1526.5,18.99,"2_Hfuntrill","16","15_S00974_20190805_164416",100,"6 (S4A07375)","20190805","1644","2_Hfuntrill",71.7096769131292,73.4346902084355,58.5460161151622
47,"Spectrogram 1",1,1836.207806709,1836.981179809,397.556,701.442,22.18,"2_Pmor_P2","16","15_S00974_20190805_164416",100,"6 (S4A07375)","20190805","1644","2_Pmor_P2",72.2344583181807,73.4800001573041,55.9955502590178
